,seg,freq,sex,type
0,f1max,92.7734,F,WT
0,f1end,92.7344,F,WT
0,f2ini,81.9922,F,WT
0,f2max,82.0313,F,WT
0,f2end,80.0391,F,WT
0,f1ini,90.7812,F,WT
0,f1max,92.7734,F,WT
0,f1end,83.9453,F,WT
0,f2ini,81.9922,F,WT
0,f2max,84.9609,F,WT
0,f2end,73.2031,F,WT
0,f1ini,87.7517,F,WT
0,f1max,92.9675,F,WT
0,f1end,92.8719,F,WT
0,f2ini,81.8559,F,WT
0,f2max,82.1999,F,WT
0,f2end,81.7907,F,WT
0,f1ini,88.8281,F,WT
0,f1max,96.6797,F,WT
0,f1end,83.9453,F,WT
0,f2ini,75.1562,F,WT
0,f2max,77.1484,F,WT
0,f2end,77.1094,F,WT
0,f1ini,81.0156,F,WT
0,f1max,82.0312,F,WT
0,f1end,73.2031,F,WT
0,f2ini,69.2969,F,WT
0,f2max,69.3359,F,WT
0,f2end,69.2969,F,WT
0,f1ini,89.6688,F,WT
0,f1max,97.0810,F,WT
0,f1end,84.6588,F,WT
0,f2ini,75.1233,F,WT
0,f2max,77.1139,F,WT
0,f2end,76.6953,F,WT
0,f1ini,100.5469,F,WT
0,f1max,101.5625,F,WT
0,f1end,88.8281,F,WT
0,f2ini,88.8281,F,WT
0,f2max,92.7734,F,WT
0,f2end,79.0625,F,WT
0,f1ini,83.9453,F,WT
0,f1max,86.9141,F,WT
0,f1end,85.8984,F,WT
0,f2ini,83.9453,F,WT
0,f2max,84.0078,F,WT
0,f2end,82.9453,F,WT
0,f1ini,100.2093,F,WT
0,f1max,101.2786,F,WT
0,f1end,90.1030,F,WT
0,f2ini,89.8043,F,WT
0,f2max,92.7786,F,WT
0,f2end,80.0287,F,WT
0,f1ini,93.7109,F,WT
0,f1max,94.7266,F,WT
0,f1end,76.1328,F,WT
0,f2ini,77.1094,F,WT
0,f2max,79.1016,F,WT
0,f2end,77.1094,F,WT
0,f1ini,84.9219,F,WT
0,f1max,91.7969,F,WT
0,f1end,74.1797,F,WT
0,f2ini,84.9219,F,WT
0,f2max,85.9375,F,WT
0,f2end,84.9219,F,WT
0,f1ini,90.7812,F,WT
0,f1max,103.5156,F,WT
0,f1end,87.8516,F,WT
0,f2ini,84.9219,F,WT
0,f2max,89.8438,F,WT
0,f2end,78.0859,F,WT
0,f1ini,86.8750,F,WT
0,f1max,93.7500,F,WT
0,f1end,77.1094,F,WT
0,f2ini,74.1797,F,WT
0,f2max,74.2422,F,WT
0,f2end,72.1797,F,WT
0,f1ini,83.9453,F,WT
0,f1max,86.9141,F,WT
0,f1end,71.2500,F,WT
0,f2ini,74.1797,F,WT
0,f2max,75.1953,F,WT
0,f2end,67.3438,F,WT
0,f1ini,91.9435,F,WT
0,f1max,103.8140,F,WT
0,f1end,88.1268,F,WT
0,f2ini,85.9286,F,WT
0,f2max,89.9074,F,WT
0,f2end,80.3302,F,WT
0,f1ini,95.6641,F,WT
0,f1max,102.5391,F,WT
0,f1end,81.9922,F,WT
0,f2ini,82.9688,F,WT
0,f2max,84.9609,F,WT
0,f2end,80.0391,F,WT
0,f1ini,81.9922,F,WT
0,f1max,82.0312,F,WT
0,f1end,81.9922,F,WT
0,f2ini,75.1562,F,WT
0,f2max,76.1719,F,WT
0,f2end,76.1328,F,WT
0,f1ini,89.8047,F,WT
0,f1max,98.6328,F,WT
0,f1end,72.2266,F,WT
0,f2ini,75.1562,F,WT
0,f2max,84.9609,F,WT
0,f2end,79.0625,F,WT
0,f1ini,95.3607,F,WT
0,f1max,102.3809,F,WT
0,f1end,81.2388,F,WT
0,f2ini,83.2144,F,WT
0,f2max,84.7532,F,WT
0,f2end,80.4408,F,WT
0,f1ini,83.8035,F,WT
0,f1max,83.9760,F,WT
0,f1end,83.6304,F,WT
0,f2ini,76.4485,F,WT
0,f2max,77.5281,F,WT
0,f2end,76.5187,F,WT
0,f1ini,95.2530,F,WT
0,f1max,95.7163,F,WT
0,f1end,76.7899,F,WT
0,f2ini,76.7957,F,WT
0,f2max,78.8908,F,WT
0,f2end,77.0166,F,WT
0,f1ini,82.9688,F,WT
0,f1max,104.4922,F,WT
0,f1end,103.4766,F,WT
0,f2ini,91.5938,F,WT
0,f2max,92.7734,F,WT
0,f2end,81.0156,F,WT
0,f1ini,91.7578,F,WT
0,f1max,95.7031,F,WT
0,f1end,80.0391,F,WT
0,f2ini,67.3438,F,WT
0,f2max,67.3828,F,WT
0,f2end,67.3438,F,WT
0,f1ini,91.7578,F,WT
0,f1max,91.7969,F,WT
0,f1end,81.0156,F,WT
0,f2ini,72.2266,F,WT
0,f2max,73.2422,F,WT
0,f2end,68.3203,F,WT
0,f1ini,91.8616,F,WT
0,f1max,96.1940,F,WT
0,f1end,81.2932,F,WT
0,f2ini,66.8117,F,WT
0,f2max,68.9445,F,WT
0,f2end,67.4590,F,WT
0,f1ini,86.6174,F,WT
0,f1max,93.7010,F,WT
0,f1end,78.7301,F,WT
0,f2ini,75.9818,F,WT
0,f2max,76.5645,F,WT
0,f2end,73.5538,F,WT
0,f1ini,93.7109,F,WT
0,f1max,99.6094,F,WT
0,f1end,92.7344,F,WT
0,f2ini,92.7734,F,WT
0,f2max,93.7109,F,WT
0,f2end,92.7109,F,WT
0,f1ini,99.5703,F,WT
0,f1max,99.6094,F,WT
0,f1end,90.7812,F,WT
0,f2ini,76.1328,F,WT
0,f2max,85.9376,F,WT
0,f2end,72.2266,F,WT
0,f1ini,93.4586,F,WT
0,f1max,99.8229,F,WT
0,f1end,93.3323,F,WT
0,f2ini,93.5692,F,WT
0,f2max,95.3658,F,WT
0,f2end,92.8849,F,WT
0,f1ini,86.2613,F,WT
0,f1max,88.2725,F,WT
0,f1end,79.0687,F,WT
0,f2ini,76.6312,F,WT
0,f2max,81.3437,F,WT
0,f2end,74.8918,F,WT
0,f1ini,89.8047,F,WT
0,f1max,94.7266,F,WT
0,f1end,87.8516,F,WT
0,f2ini,91.7578,F,WT
0,f2max,92.8672,F,WT
0,f2end,83.9453,F,WT
0,f1ini,91.1312,F,WT
0,f1max,94.2713,F,WT
0,f1end,88.5635,F,WT
0,f2ini,91.1912,F,WT
0,f2max,92.0490,F,WT
0,f2end,89.1574,F,WT
0,f1ini,92.8801,F,WT
0,f1max,92.9575,F,WT
0,f1end,81.7046,F,WT
0,f2ini,74.7984,F,WT
0,f2max,75.5063,F,WT
0,f2end,70.0938,F,WT
0,f1ini,86.8750,F,WT
0,f1max,98.6328,F,WT
0,f1end,75.1562,F,WT
0,f2ini,90.7344,F,WT
0,f2max,92.3509,F,WT
0,f2end,84.9219,F,WT
0,f1ini,87.0697,F,WT
0,f1max,99.1141,F,WT
0,f1end,76.3931,F,WT
0,f2ini,83.5093,F,WT
0,f2max,84.6093,F,WT
0,f2end,68.0396,F,WT
0,f1ini,81.9922,M,WT
0,f1max,82.0312,M,WT
0,f1end,81.9922,M,WT
0,f2ini,73.2031,M,WT
0,f2max,74.2189,M,WT
0,f2end,73.2031,M,WT
0,f1ini,92.2573,M,WT
0,f1max,96.3371,M,WT
0,f1end,94.4009,M,WT
0,f2ini,84.5849,M,WT
0,f2max,84.7249,M,WT
0,f2end,80.8734,M,WT
0,f1ini,89.8047,M,WT
0,f1max,91.7969,M,WT
0,f1end,81.0156,M,WT
0,f2ini,75.1562,M,WT
0,f2max,75.1954,M,WT
0,f2end,65.4375,M,WT
0,f1ini,94.7628,M,WT
0,f1max,100.0185,M,WT
0,f1end,99.8493,M,WT
0,f2ini,85.9338,M,WT
0,f2max,86.3196,M,WT
0,f2end,83.8428,M,WT
0,f1ini,81.9922,M,WT
0,f1max,83.9844,M,WT
0,f1end,74.1797,M,WT
0,f2ini,80.9922,M,WT
0,f2max,81.0547,M,WT
0,f2end,79.9922,M,WT
0,f1ini,83.3445,M,WT
0,f1max,83.8404,M,WT
0,f1end,83.5932,M,WT
0,f2ini,72.5322,M,WT
0,f2max,74.2207,M,WT
0,f2end,73.4966,M,WT
0,f1ini,91.2966,M,WT
0,f1max,95.9966,M,WT
0,f1end,95.2923,M,WT
0,f2ini,84.6489,M,WT
0,f2max,85.7175,M,WT
0,f2end,82.3371,M,WT
0,f1ini,93.7109,M,WT
0,f1max,97.6562,M,WT
0,f1end,90.7812,M,WT
0,f2ini,84.9219,M,WT
0,f2max,89.8438,M,WT
0,f2end,74.1797,M,WT
0,f1ini,91.3941,M,WT
0,f1max,91.8413,M,WT
0,f1end,82.1063,M,WT
0,f2ini,74.4298,M,WT
0,f2max,76.0169,M,WT
0,f2end,66.8827,M,WT
0,f1ini,77.1562,M,WT
0,f1max,80.1251,M,WT
0,f1end,73.2031,M,WT
0,f2ini,69.2969,M,WT
0,f2max,75.1953,M,WT
0,f2end,63.3203,M,WT
0,f1ini,82.2010,M,WT
0,f1max,83.5742,M,WT
0,f1end,83.1674,M,WT
0,f2ini,72.5405,M,WT
0,f2max,74.2310,M,WT
0,f2end,73.3759,M,WT
0,f1ini,82.4502,M,WT
0,f1max,83.9340,M,WT
0,f1end,74.1487,M,WT
0,f2ini,82.5776,M,WT
0,f2max,82.8543,M,WT
0,f2end,79.9681,M,WT
0,f1ini,90.9646,M,WT
0,f1max,91.8149,M,WT
0,f1end,81.1333,M,WT
0,f2ini,75.1411,M,WT
0,f2max,75.5471,M,WT
0,f2end,67.4406,M,WT
0,f1ini,86.8753,M,WT
0,f1max,93.7502,M,WT
0,f1end,85.8984,M,WT
0,f2ini,83.9453,M,WT
0,f2max,84.9609,M,WT
0,f2end,84.9219,M,WT
0,f1ini,93.8032,M,WT
0,f1max,97.9894,M,WT
0,f1end,91.5094,M,WT
0,f2ini,85.2668,M,WT
0,f2max,90.2769,M,WT
0,f2end,74.7653,M,WT
0,f1ini,82.4556,M,WT
0,f1max,83.7512,M,WT
0,f1end,74.6645,M,WT
0,f2ini,83.2059,M,WT
0,f2max,84.7198,M,WT
0,f2end,81.8815,M,WT
0,f1ini,86.8760,M,WT
0,f1max,91.7969,M,WT
0,f1end,72.2266,M,WT
0,f2ini,74.1797,M,WT
0,f2max,80.0781,M,WT
0,f2end,68.3203,M,WT
0,f1ini,92.9827,M,WT
0,f1max,97.8019,M,WT
0,f1end,90.8851,M,WT
0,f2ini,84.1626,M,WT
0,f2max,89.9290,M,WT
0,f2end,74.1390,M,WT
0,f1ini,75.8152,M,WT
0,f1max,78.7141,M,WT
0,f1end,73.4242,M,WT
0,f2ini,68.4537,M,WT
0,f2max,74.7053,M,WT
0,f2end,69.0568,M,WT
0,f1ini,73.9360,M,WT
0,f1max,77.1996,M,WT
0,f1end,73.3189,M,WT
0,f2ini,68.1836,M,WT
0,f2max,75.0518,M,WT
0,f2end,69.5932,M,WT
0,f1ini,92.7344,M,WT
0,f1max,96.6797,M,WT
0,f1end,93.7109,M,WT
0,f2ini,84.9219,M,WT
0,f2max,84.9609,M,WT
0,f2end,81.0156,M,WT
0,f1ini,87.6436,M,WT
0,f1max,93.9003,M,WT
0,f1end,86.1977,M,WT
0,f2ini,84.8729,M,WT
0,f2max,85.1993,M,WT
0,f2end,83.0760,M,WT
0,f1ini,86.6531,M,WT
0,f1max,94.0160,M,WT
0,f1end,87.3699,M,WT
0,f2ini,85.1913,M,WT
0,f2max,85.4431,M,WT
0,f2end,83.4729,M,WT
0,f1ini,93.7109,M,WT
0,f1max,99.6094,M,WT
0,f1end,98.5938,M,WT
0,f2ini,85.8984,M,WT
0,f2max,85.9375,M,WT
0,f2end,85.8984,M,WT
0,f1ini,86.0924,M,WT
0,f1max,92.0090,M,WT
0,f1end,72.1554,M,WT
0,f2ini,74.3298,M,WT
0,f2max,79.7078,M,WT
0,f2end,69.4915,M,WT
0,f1ini,85.1568,M,WT
0,f1max,91.8640,M,WT
0,f1end,73.2263,M,WT
0,f2ini,74.9056,M,WT
0,f2max,79.5726,M,WT
0,f2end,70.9024,M,WT
